AirportID,Name,Latitude,Longitude
1,Airport_1,-22.58277860747475,71.33821704710824
2,Airport_2,81.12857515378491,12.994691883883341
3,Airport_3,41.75890952605292,-68.57005813692201
4,Airport_4,17.758527155466588,112.96620709450153
5,Airport_5,-61.916644720361425,66.50322211939654
6,Airport_6,-61.92098633948353,-121.45790183583914
7,Airport_7,-79.5449498097241,147.9337864177833
8,Airport_8,65.91170623948834,116.11340745234084
9,Airport_9,18.200702113777584,161.92796878509265
10,Airport_10,37.45306400328819,81.25902301980959
11,Airport_11,-86.29479102675556,40.82947053688435
12,Airport_12,84.58377338915898,-29.432506935377205
13,Airport_13,59.839675344075914,155.78225400744478
14,Airport_14,-51.77896007791029,131.78300022014702
15,Airport_15,-57.27150590272189,-163.72127876177183
16,Airport_16,-56.98718822638191,-170.50788918098928
17,Airport_17,-35.23639626728321,-44.473187923902145
18,Airport_18,4.456157693802812,111.79919908145985
19,Airport_19,-12.249896644419163,175.41940655338
20,Airport_20,-37.57875476435245,-125.84991920272985
21,Airport_21,20.133521050028303,33.88705752676864
22,Airport_22,-64.89110508263246,-42.879291612832255
23,Airport_23,-37.41396326366073,169.16918321325716
24,Airport_24,-24.054868207135492,123.16281232885513
25,Airport_25,-7.907402840933533,121.79833369600962
26,Airport_26,51.331673050742445,-11.2704624738107
27,Airport_27,-54.058719211495244,-30.664979158440534
28,Airport_28,2.562198914450089,-81.57345410494575
29,Airport_29,16.634622395167643,-159.70482120566624
30,Airport_30,-81.63892571040041,131.30005545181916
31,Airport_31,19.358073342258905,112.64436328682793
32,Airport_32,-59.30565773628752,179.89836238300703
33,Airport_33,-78.29071326264969,178.78926134660594
34,Airport_34,80.79939670559999,19.95541401694588
35,Airport_35,83.81376595342068,96.83546946498379
36,Airport_36,55.511522660963,160.11566275767407
37,Airport_37,-35.16952154879328,125.87306064386813
38,Airport_38,-72.4190194788509,-90.95468337244884
39,Airport_39,33.16194477218824,-17.804111288366332
40,Airport_40,-10.772551126871765,-133.5026105454618
41,Airport_41,-68.03311772793981,163.45836981314005
42,Airport_42,-0.8681561799713666,38.22286840231682
43,Airport_43,-83.81006619926069,-97.68859001875342
44,Airport_44,73.67767237418077,61.81224638610842
45,Airport_45,-43.41960331199695,42.5261665648425
46,Airport_46,29.254011183716756,-51.06142150817742
47,Airport_47,-33.89200630390603,-139.11926680813355
48,Airport_48,3.6122438120059464,61.76635041340786
49,Airport_49,8.407850281790337,7.310772325365589
50,Airport_50,-56.72619800540513,98.03462102483016
51,Airport_51,84.52523299762053,7.258860400317619
52,Airport_52,49.52390820500062,126.78534011467444
53,Airport_53,79.10980948155404,18.686461958814796
54,Airport_54,71.06892307697679,21.93766975273906
55,Airport_55,17.621996185995325,135.5952969570042
56,Airport_56,75.93736230416103,-34.746168163537064
57,Airport_57,-74.0713496306545,-131.75451775776935
58,Airport_58,-54.72308476455387,-169.63823652719796
59,Airport_59,-81.85908799610314,91.84941204250283
60,Airport_60,-31.440540462612418,43.31143848724728
61,Airport_61,-20.038087855893238,73.46871651572049
62,Airport_62,-41.15717428069873,-103.33290185679213
63,Airport_63,59.17275164734728,-130.90626878876287
64,Airport_64,-25.78440119515393,-174.76392035956252
65,Airport_65,-39.43178825627146,-53.78847882962509
66,Airport_66,7.685294968484724,32.37036726766791
67,Airport_67,-64.63363950454273,-38.792143764096366
68,Airport_68,54.39545653572714,-22.509028071457536
69,Airport_69,-76.58088413764125,145.49713001774944
70,Airport_70,87.63964858809311,-54.628031871611874
71,Airport_71,49.00405847339834,5.036216097531887
72,Airport_72,-54.23117732384897,102.1150845868115
73,Airport_73,-89.00601891775156,-37.24459836434274
74,Airport_74,56.78305712187015,43.95121208203446
75,Airport_75,37.23432189257108,130.45093514882825
76,Airport_76,41.221290247377716,161.82742451675117
77,Airport_77,48.82866240347023,-127.05354686554634
78,Airport_78,-76.67196268786374,153.57154505813799
79,Airport_79,-25.47616886203093,-2.838134491366251
80,Airport_80,-69.14356928547664,-87.03202021237499
81,Airport_81,65.35861665760683,-14.71112775422593
82,Airport_82,22.193662828960427,172.81172710277173
83,Airport_83,-30.438355526523146,-2.6574861625669444
84,Airport_84,-78.55949694851574,-61.64942029649704
85,Airport_85,-34.0231820911808,48.02430755402128
86,Airport_86,-31.46700203518553,-93.5475772398505
87,Airport_87,41.32911210085153,-152.689201880881
88,Airport_88,24.760344843938363,-133.60330011216627
89,Airport_89,69.69829366373878,-133.90349797520193
90,Airport_90,-5.0013134708491265,-125.31503033557404
91,Airport_91,-68.4730357311057,-130.02221784621236
92,Airport_92,38.3840617001391,50.71490812915726
93,Airport_93,46.94130875104154,-114.52316961630787
94,Airport_94,11.029895562509322,-55.55977800340925
95,Airport_95,48.77409239182098,142.84382756616426
96,Airport_96,-1.1167926544096662,-9.373809505365953
97,Airport_97,4.091909288758931,60.32078586756978
98,Airport_98,-13.042616695461067,-117.96484636741326
99,Airport_99,-85.42455718606287,-110.77595322887852
100,Airport_100,-70.57954314120519,-165.28729814406762
101,Airport_101,-84.34274657638784,-119.18337729402076
102,Airport_102,24.55387402748047,-79.7074779484949
103,Airport_103,-33.4159234062612,-116.27622566037115
104,Airport_104,1.5427244096464987,-148.06708784746
105,Airport_105,73.36196530669675,-136.5710864037837
106,Airport_106,-45.12739875320251,-14.119643508218722
107,Airport_107,-16.13107385358665,-105.7198613739147
108,Airport_108,45.99920493774876,-48.86285002269283
109,Airport_109,-48.81633021150796,1.2302175077484767
110,Airport_110,-76.14361623081726,68.5421383065715
111,Airport_111,-37.84473847552176,-165.84762965720438
112,Airport_112,-60.9801682942792,107.78774360725535
113,Airport_113,77.34557742166315,46.044140216726795
114,Airport_114,55.461668321595056,-150.56674849840613
115,Airport_115,24.012676171876222,134.4883046784398
116,Airport_116,66.86290623378919,151.51406419145275
117,Airport_117,54.6609738418406,-158.01193445224905
118,Airport_118,-56.41738940051355,-80.32404666700666
119,Airport_119,70.660619728196,110.23246072550208
120,Airport_120,7.0816035448171295,89.37348853811702
121,Airport_121,55.339227929531255,-113.57243303170416
122,Airport_122,71.29643398622878,-104.6342435987843
123,Airport_123,-32.7593745050645,-46.630042995102485
124,Airport_124,-70.19065358501818,-5.571725331232322
125,Airport_125,-48.9716707424505,42.571717750906544
126,Airport_126,-13.120598047273864,-47.19108975488193
127,Airport_127,57.24265786604876,-13.487502192066758
128,Airport_128,64.93150498614182,89.08953772815235
129,Airport_129,-88.74861650438568,-166.79404695938476
130,Airport_130,1.9345144639618317,-89.12270003615252
131,Airport_131,-14.866019433219781,76.80585091843888
132,Airport_132,-50.02059411526856,142.27446156739177
133,Airport_133,-68.42423387993709,4.203879161639805
134,Airport_134,-29.22926914734697,11.560854695513637
135,Airport_135,79.72374670425344,-141.41807591768062
136,Airport_136,-31.82347223626406,-18.93154794355633
137,Airport_137,3.3823119138058977,11.742215923808338
138,Airport_138,36.54341260113201,-92.71061869149732
139,Airport_139,-24.54667157172708,-83.07243685822286
140,Airport_140,84.92077488977291,-44.177701282335846
141,Airport_141,83.24051308958002,-172.77436880001852
142,Airport_142,-44.67918675143445,-64.05150039005582
143,Airport_143,-0.4952689393706189,-103.87871748124392
144,Airport_144,-35.84190423298146,-62.100953215950724
145,Airport_145,-38.72871101205583,-136.88563254506957
146,Airport_146,-83.3603494761841,140.5898210663622
147,Airport_147,19.721580116381432,33.69328327945752
148,Airport_148,0.4822241811950678,64.47683489201626
149,Airport_149,-80.73382477500192,104.10164589864178
150,Airport_150,-39.84363643740994,-0.5608083855393797
151,Airport_151,73.48785947399766,-148.70869628852748
152,Airport_152,-46.878859679944966,13.358355054677201
153,Airport_153,-63.91892302357984,31.262802487516485
154,Airport_154,-1.8985031500386573,88.35821070635879
155,Airport_155,87.41708173990813,-24.602563357315418
156,Airport_156,-46.43005112792993,-134.07109099359704
157,Airport_157,30.98439853305814,-77.8406739124592
158,Airport_158,47.09153075916917,-49.29037329649137
159,Airport_159,-47.22524208136806,52.530206879376436
160,Airport_160,41.07894275013472,25.48018968080828
161,Airport_161,-23.79903611053442,-51.805178676775355
162,Airport_162,23.815049506844307,175.1454895654727
163,Airport_163,24.035347936961045,38.07893496847937
164,Airport_164,6.4394431334565265,-94.59835497504199
165,Airport_165,-73.7478413902065,-143.35830985665464
166,Airport_166,60.35444920606283,-124.97070989364047
167,Airport_167,-32.25958830508755,-91.45521778157708
168,Airport_168,-56.426668128026236,-122.15470562655996
169,Airport_169,-82.6604745201425,-112.83587134152992
170,Airport_170,16.360729773883527,-77.36573927021504
171,Airport_171,31.961585131610835,-117.58550569388827
172,Airport_172,-87.01419079298589,142.83555286551305
173,Airport_173,2.176750493870576,-151.1158515618088
174,Airport_174,-49.230760464371166,8.824100245291682
175,Airport_175,26.131102273700975,-32.257142283721855
176,Airport_176,-58.61404277910154,173.6563020870983
177,Airport_177,34.36879285844387,-139.66599521950116
178,Airport_178,-20.387637665903267,-36.77198434353301
179,Airport_179,78.61139797261221,169.00935597913278
180,Airport_180,-65.24623005372122,131.5825653218329
181,Airport_181,-28.608056810953467,114.14594554174077
182,Airport_182,-69.57476617669397,-87.15498226382167
183,Airport_183,76.4448512901413,-118.48046853957631
184,Airport_184,67.92108360857658,60.711559172795155
185,Airport_185,-43.57050701127199,154.57535608593088
186,Airport_186,28.797128286152226,20.434641485014723
187,Airport_187,57.09999603621885,25.780568209163945
188,Airport_188,9.93614608790322,-79.20752628229769
189,Airport_189,5.337104104081167,97.01745594909728
190,Airport_190,-46.4665876379187,-112.66425051929158
191,Airport_191,-73.24150179493815,-63.47547489447228
192,Airport_192,71.49883643159882,-26.84288209808996
193,Airport_193,72.07525028939948,2.7397363264038077
194,Airport_194,23.95826230918823,-92.73249633057111
195,Airport_195,-28.974637611233877,-138.65874309388673
196,Airport_196,-27.14227656972104,39.82321527898773
197,Airport_197,40.672022196643084,-76.09300083350792
198,Airport_198,71.47984679146387,29.24575971214042
199,Airport_199,69.67555636772111,-124.42942250128716
200,Airport_200,50.377598254372295,-6.789563332265707
201,Airport_201,25.5656963077718,11.73219571857091
202,Airport_202,-74.85480630089121,-161.3435267439263
203,Airport_203,-60.90683146296952,-58.822459850188594
204,Airport_204,71.73975393487426,-131.61071630196926
205,Airport_205,19.157230738726188,-157.1850106298036
206,Airport_206,-88.34453070900666,176.3856836603803
207,Airport_207,-71.73512228411423,-63.95261580909973
208,Airport_208,29.430318439450044,111.55480050766855
209,Airport_209,-89.08891490768063,-88.32936428504502
210,Airport_210,-61.05455074485024,65.34098000061454
211,Airport_211,8.772082085985502,93.68202956028716
212,Airport_212,34.54113558468479,34.42994661882394
213,Airport_213,27.353026710468097,-10.232572121942987
214,Airport_214,-49.63152429709924,-31.737270906983326
215,Airport_215,38.19225984255645,-54.40742404452169
216,Airport_216,-47.295164250575986,154.6304919292173
217,Airport_217,-31.428054331331808,119.02298680358248
218,Airport_218,44.36845292124435,167.40968783994452
219,Airport_219,26.93392182849864,-135.2529995452039
